lemma	paradigm	tags	sources_count	source_flags
דלY	ע	#,דלי	1	H
משY	ע	#,משי	1	H
צבY	ע,ים,רבים=צבאים	#,צבי,#,the,ים,plural,is,correct,,but,archaic.	1	H
חצY	ע,רבים=חצאים	#,חצי	1	H
פתY	ע,ים,רבים=פתאים	#,פתי,#,most,of,these,inflections,are,useless...	1	H
עדY	ע	#,עדי	1	H
עטY	ע,יחיד	#,עתי,-,useful,only,in,inflections,,עטיו,,עטייה,,...	1	H
ארY	ע	#,ארי	1	H
לחY	ע,יים,נקבה	#,לחי	1	H
סחY	ע,אין_נטיות	#,סחי	1	H
שחY	ע,יחיד	#,שחי,(with,segol).,Only,in,the,phrase,בית,שחי,and,its,inflections	1	H
אחו	ע	#,הטייה,מוזרה,,אבל,עובדת,בסדר!	2	HL
אי	ע		2	HL
צי	ע		2	HL
עי	ע,אין_כינויים	#,mostly,in,the,phrase,עיי,חורבות	2	HL
תוכי	ע,רבים=תוכים	#,note,ktiv-male,vav,added.	2	HL
צפעוני	ע,רבים=צפעונים		2	HL
ירגזי	ע,רבים=ירגזים		1	H
שכwי	ע,רבים=שכwים	#,שכווי	1	H
קיכלי	ע,רבים=קיכלים		1	H
אוקפי	ע,רבים=אוקפים,אין_כינויים		1	H
מעי	ע,רבים=מעים,נפרדים=מעיים		2	HL
צלי	ע		2	HL
סנאiי	ע,רבים=סנאים	#,note,'i',to,tell,wolig,it's,a,chirik,,not,patach-alef-yud	1	H
אמצעי	ע,רבים=אמצעים		2	HL
חנווני	ע,רבים=חנוונים		2	HL
חנוונית	ע		1	H
עני	ע		2	HL
צבעוני	ע,רבים=צבעונים	#,tulip	2	HL
צבעוני	ת	#,colorful	2	HL
צבעוניות	ע		2	HL
עורבני	ע,רבים=עורבנים		2	HL
נחליאלי	ע,רבים=נחליאלים		2	HL
עפרוני	ע,רבים=עפרונים		2	HL
שY	ע	#,שי	1	H
חY	ע,אין_נטיות_יחיד	#,חי,,חיים	1	H
חY	ת		1	H
דwy	ע,יחיד	#,דוויי.,Note,"y",instead,of,"Y",because,the,Academia,did,not,make,this,an,exception,like,it,made,שי,and,חי.	1	H
כירה	ע,ות,רבים=כיריים	#,כיריים.,NOTE:,The,Academia,decided,in,http://hebrew-academy.huji.ac.il/decision3.html,that,this,word,is,feminine,,and,[4],agrees.,But,[3],says,it,is,masculine,and,only,feminine,in,literature,,and,[1],says,it,is,masculine,only.,TODO:,perhaps,say,it,can,be,both,genders?	2	HL
משקף	ע,אין_יחיד,יים	#,משקפיים	2	HL
מאזן	ע,אין_יחיד,יים	#,מאזניים	2	HL
שם	ע,אין_יחיד	#,שמים	2	HL
שמימי	ת		2	HL
עזיז	ת		2	HL
קולנוע	ע		2	HL
קולנועי	ת		2	HL
ראינוע	ע,אין_נטיות		2	HL
תנור	ע		2	HL
טעים	ת		2	HL
מהיר	ת		2	HL
נוסח	ע		2	HL
נוסח	ע,אבד_ו	#,NOTE,EXTRA,KTIV-MALE,VAV	2	HL
נסח	ע		2	HL
יציג	ת		2	HL
רותח	ת,נקבה_ת		2	HL
רותח	ע,רבים=רותחין,אין_יחיד	#,alternative,plural,form,of,רותח,,meaning,boiling,*water*.	2	HL
קדמה	ע,יחיד		2	HL
עצמאי	ת		2	HL
עצמאי	ע,אין_יחיד	#,The,plural,"עצמאים",is,used,for,self-employed,people.,The,singular,in,popular,use,is,actually,the,adjective,,ending,with,"i",,not,"ai",sound.,Note,that,[3],and,[4],don't,recognize,the,distinction,I,make,here.	2	HL
עצמאות	ע		2	HL
צר	ת		2	HL
נעים	ת		2	HL
נעימות	ע		2	HL
מקש	ע		2	HL
קיצוני	ת,עם,ארץ=		2	HL
קיצוניות	ע		2	HL
קיצון	ע,אין_נטיות	#,[3],and,[4],list,this,word,as,an,adjective,,but,it,isn't,used,as,such,in,modern,texts;,Nowadays,only,the,masculine,singular,is,used,,in,mathematics-related,phrases,"נקודת,קיצון"	2	HL
משאית	ע		2	HL
זמין	ת		2	HL
זמינות	ע		2	HL
עתיק	ת		2	HL
עתיקות	ע,יחיד		2	HL
טרי	ת,נקבה_ה		2	HL
טריות	ע		2	HL
עתיר	ת		2	HL
חב	ת		2	HL
חבות	ע		2	HL
מודיעיני	ת		2	HL
רשמי	ת		2	HL
רשמיות	ע		2	HL
חקלאות	ע		2	HL
רם	ת		2	HL
חשאי	ת		2	HL
חשאיות	ע		2	HL
פסקול	ע		2	HL
זריז	ת		2	HL
זריזות	ע		2	HL
פזיז	ת		2	HL
פזיזות	ע		2	HL
תוקפן	ע	#,This,,with,cholam,,is,the,correct,form.,תקפן,with,kamats,katan,is,incorrect.	2	HL
תוקפני	ת		2	HL
תוקפנות	ע		2	HL
ערכה	ע	#,with,segol,in,ayin	2	HL
ערכה	ע,אות	#,with,patach,in,ayin.,see,also,ערכאה.	2	HL
ערכאה	ע	#,See,also,ערכה.,NOTE:,[3],doesn't,recognize,this,word.,[2],recognizes,only,this,,not,ערכה,as,the,singular,of,ערכאות.,[1],and,rav-milim,recognize,both.,TODO:,personally,,I,think,this,word,is,an,error,,just,as,the,slang,"הרפתקאה".,Too,bad,some,dictionaries,have,it,,and,people,use,it,:(	2	HL
אדיר	ת		2	HL
תורנות	ע		2	HL
רודנות	ע		2	HL
מד	ע,אין_יחיד	#,מדים	2	HL
מד	ע,אין_כינויים	#,gauge.,Usually,not,used,in,plural,because,confusing,with,מדים,,but,the,plural,smichut,is,used.,[1],says,the,plural,can,be,either,like,מס,(with,chirik),or,with,patach,,but,I'm,not,sure,if,it,really,refers,to,this,word.	2	HL
שושנה	ע,ים,ות		2	HL
חניון	ע	#,in,[1],,חניון,is,like,חשבון,(ות,,and,segol).,But,not,in,[3].	2	HL
אלמוני	ת,עם,ארץ=	#,Both,the,plural,form,with,ם,and,ים,are,correct.	2	HL
אלמוניות	ע		2	HL
עתק	ת	#,the,inflections,aren't,very,useful...	2	HL
עוינות	ע		2	HL
מזערי	ת		2	HL
עדכני	ת		2	HL
משאב	ע	#,[3],says,this,word,should,be,אין_יחיד,,but,in,modern,usage,it,is,used.	2	HL
נקי	ת,נקבה_ה		2	HL
פתY	ת,נקבה_ה	#,פתי	1	H
הדדי	ת,נקבה_ת		2	HL
הדדיות	ע		2	HL
זניח	ת		2	HL
סינר	ע		2	HL
חרישי	ת		2	HL
זך	ת		2	HL
זכות	ע		2	HL
לקות	ע	#,medicine,term:,means,disability.	2	HL
כסות	ע,יחיד	#,[2],[3],say,יחיד.,[1],and,rav-milim,disagree,(כסויות).	2	HL
גנות	ע,יחיד		2	HL
כשות	ע,יחיד	#,kind,of,plant.,inflections,are,probably,useless.	2	HL
פדות	ע,אין_נטיות	#,[3],says,יחיד,,but,[1],[4],allows,plural,and,inflections.	1	H
שבות	ע,אין_נטיות	#,[4],says,feminine.,[1],says,can,be,both,feminine,and,masculine.,[3],says,the,feminine,and,masculine,have,different,meanings,,with,the,common,meaning,(as,in,חוק,השבות),being,feminine.,Inflections,exist,in,the,bible,,but,not,in,modern,use.	2	HL
פריך	ת		2	HL
פריכות	ע,יחיד		2	HL
סלון	ע		2	HL
סלוני	ת		2	HL
קפיץ	ע		2	HL
קפיצי	ת		2	HL
קפיציות	ע		1	H
הפיך	ת		2	HL
הפיכות	ע,יחיד		2	HL
תיכון	ת		2	HL
תיכוני	ת		2	HL
תיכוניסט	ת,נקבה_ית	#,colloquial	1	H
כיור	ע		2	HL
אכזר	ת,נקבה_ית		2	HL
אכזרי	ת		2	HL
אכזרות	ע,יחיד	#,[3],has,that,obscure,form...	1	H
אכזריות	ע	#,Interestingly,,the,kamats,is,kept,throughout,the,inflection,in,this,word.,(this,is,a,new,Academia,decision,mentioned,in,their,site).	2	HL
כביר	ת		2	HL
מוליך	ע		2	HL
מוליך	ת		2	HL
ססגוני	ת		2	HL
ססגוניות	ע		2	HL
שנתון	ע	#,sensible,,and,according,to,[3].,[1],recommends,ות.	2	HL
רכבל	ע		2	HL
סובלנות	ע		2	HL
סובלני	ת		2	HL
רעיל	ת		2	HL
רעילות	ע		2	HL
דחף	ע		2	HL
עגמומי	ת		2	HL
עקמומי	ת		1	H
עקמומיות	ע		2	HL
החלטי	ת		2	HL
החלטיות	ע		2	HL
קדמון	ת,נקבה_ית	#,note,that,[2],prefers,נקבה_ה.,[3],and,I,prefer,נקבה_ית.,[4],confuses,everything,(saying,in,one,place,the,feminine,is,קדמונית,but,then,recognizing,only,קדמונה).	2	HL
קדמוני	ת		2	HL
קדמוניות	ע		2	HL
לחלוחי	ת		1	H
רכרוכי	ת		1	H
רכרוכיות	ע	#,note,[1],has,"רכרכות",instead.,But,[3],and,modern,usage,have,יות.	1	H
תקף	ת		2	HL
תקפות	ע		2	HL
מסמר	ת,נקבה_ת		2	HL
מאסף	ת,נקבה_ת		2	HL
מרצד	ת,נקבה_ת		1	H
ממכר	ת,נקבה_ת		2	HL
משכר	ת,נקבה_ת		2	HL
מבדח	ת,נקבה_ת		2	HL
מבדר	ת,נקבה_ת		2	HL
מהרס	ת,נקבה_ת	#,archaic.,See,also,מהרס,plural,as,noun.	2	HL
מפרך	ת,נקבה_ת		2	HL
מרמז	ת,נקבה_ת		2	HL
קלוקל	ת,נקבה_ת		2	HL
מר	ת		2	HL
שקט	ת		2	HL
תפל	ת		2	HL
טפל	ת		2	HL
עשן	ת		2	HL
תפלות	ע		2	HL
בקיע	ע		2	HL
אדנית	ע		1	H
ארעי	ת	#,NOTE:,עראי,is,also,valid,,but,for,now,I,decided,not,to,accept,it...	2	HL
ארעיות	ע		2	HL
מפגן	ע		2	HL
מרדף	ע		2	HL
משיבון	ע		1	H
אפרוח	ע		2	HL
אפרוחית	ע		1	H
אקדוח	ע	#,antiquated,word,for,אקדח,that,[4],doesn't,recognize.,Still,,people,know,what,it,means,and,a,word,derived,from,it,,אקדוחן,,is,common.	1	H
קטנוע	ע		2	HL
משלוח	ע		2	HL
מקצוע	ע,ות		2	HL
מקצועי	ת		2	HL
מקצועיות	ע		2	HL
גחמה	ע		2	HL
דאבון	ע,יחיד		1	H
אבדון	ע		2	HL
אכיל	ת		2	HL
חצוצרה	ע		2	HL
שלומיאל	ת,נקבה_ית		2	HL
שלומיאלי	ת		1	H
שלומיאליות	ע		1	H
שלומפר	ת,נקבה_ית	#,slang	1	H
מביש	ת	#,this,is,mem,with,tsere.	2	HL
זולת	ע,יחיד,זכר	#,inflections,are,not,exactly,a,noun,,but,fits,nicely...	2	HL
חודרני	ת		2	HL
חשבונית	ע		2	HL
טמבל	ת,נקבה_ית	#,slang	2	HL
כותר	ע		2	HL
לוט	ת		2	HL
לוע	ע,ות		2	HL
לועזי	ת		2	HL
לועזיות	ע	#,this,is,rarely,used...	2	HL
מחזמר	ע	#,strangely,,[3],says,this,has,a,plural.,I,would,use,מחזות,זמר...	2	HL
קנקן	ע		2	HL
רש	ת		2	HL
נוגה	ת		2	HL
תאב	ת		2	HL
רע	ת		2	HL
טוב	ת		2	HL
מסטיק	ע		2	HL
בננה	ע		2	HL
אדמוני	ת		2	HL
חולני	ת		2	HL
חולניות	ע		1	H
חולמני	ת		2	HL
חולמניות	ע		1	H
שומם	ת,נקבה_ה,נקבה_ת		2	HL
נעלם	ת,נקבה_ה,נקבה_ת	#,[4],says,there,are,variant,spellings,also,for,the,masculine,form.	2	HL
גוץ	ת		2	HL
גופיף	ע		1	H
מוג	ת	#,חלש,,רק,בצירוף,מוג-לב.	2	HL
יוצא	ת,נקבה_ת		2	HL
קודר	ת,נקבה_ת		2	HL
הולל	ת,נקבה_ת		2	HL
עודף	ת,נקבה_ת		2	HL
תואם	ת,נקבה_ת		2	HL
רופס	ת,נקבה_ת		2	HL
חותך	ת,נקבה_ת		2	HL
שורק	ת,נקבה_ת		2	HL
עוין	ת,נקבה_ת		2	HL
לועז	ת,נקבה_ת	#,this,is,rarely,used...	1	H
דואב	ת,נקבה_ת		1	H
הוגן	ת,נקבה_ת		2	HL
בוקק	ת,נקבה_ת	#,a,very,rare,adjective,meaning,empty,,barren.	2	HL
חוצץ	ת,נקבה_ת		2	HL
זורח	ת,נקבה_ת		2	HL
נוגד	ת,נקבה_ת		2	HL
נוזל	ת,נקבה_ת		2	HL
בורק	ת,נקבה_ת		2	HL
כוזב	ת,נקבה_ת		2	HL
שוחר	ת,נקבה_ת		2	HL
צונן	ת,נקבה_ת		2	HL
רופף	ת,נקבה_ת		2	HL
חופף	ת,נקבה_ת		2	HL
פוחז	ת,נקבה_ת		1	H
פוחח	ת,נקבה_ת		1	H
סודר	ת,נקבה_ת		2	HL
בודד	ת,נקבה_ת,נקבה_ה		2	HL
צורר	ת,נקבה_ת		2	HL
נותב	ת,נקבה_ת		1	H
סורר	ת,נקבה_ת		2	HL
דומה	ת		2	HL
בוטה	ת		2	HL
בוטות	ע,יחיד		2	HL
שוטה	ת		2	HL
פותה	ת	#,literary	2	HL
שונה	ת		2	HL
שונות	ע,יחיד		2	HL
הומה	ת,נקבה_ה		2	HL
הומי	ת,יחיד=הומה,נקבה_ה,ם	#,To,allow,vairant,forms,of,הומה:,הומייה,,הומיות.	1	H
פורה	ת		2	HL
פורי	ת,נקבה_ה,יחיד=פורה	#,To,allow,variant,forms,of,פורה:,פורייה,,פוריים,,and,פוריות	1	H
פוריות	ע		2	HL
בוכה	ת		2	HL
בוכי	ת,נקבה_ה,יחיד=בוכה	#,To,allow,variant,forms,of,בוכה:,בוכייה,,בוכיים,,and,בוכיות.,TODO:,I,couldn't,find,evidence,for,"בוכיים",in,any,dictionary.,Is,this,a,real,form?	1	H
שובב	ת		2	HL
שובבות	ע		2	HL
מכלאה	ע		2	HL
קרטוב	ע,אין_נטיות	#,Kamatz,katan,in,kuf.,Note,that,kubutz,(קורטוב),is,also,correct.	1	H
אנפילה	ע,אות		1	H
טרומי	ת		1	H
תרומי	ת	#,Rare,word,,especially,in,the,phrase,מידות,תרומיות.	1	H
סעודה	ע		2	HL
אביונה	ע	#,aleph,in,chataf-patach,-,very,rarely,used...	1	H
אסכולה	ע		2	HL
ארנונה	ע		2	HL
חרסינה	ע		2	HL
זוטר	ת,נקבה_ה,יחידה=זוטרית	#,[3],says,ית.,[2],says,ת.,[4],says,ית,(but,says,that,the,plural,is,ות,,not,יות,,how,strange),,but,also,allows,ה.,I,and,most,people,use,ה...	2	HL
טבק	ע,יחיד		2	HL
כס	ע,יחיד,אין_כינויי_יחיד		2	HL
טיסן	ע		1	H
טיסנאות	ע		1	H
מדרחוב	ע		2	HL
מהימן	ת		2	HL
מהימנות	ע		2	HL
נואל	ת,נקבה_ה,נקבה_ת		2	HL
נדוד	ע,אין_יחיד	#,נדודים	1	H
גלמוד	ת		2	HL
מאבטח	ע		2	HL
דולפין	ע		2	HL
דולפינה	ע	#,no,dictionary,officially,has,this,word,,but,I,see,no,reason,not,to,accept,this,logical,female,form.	1	H
דרקון	ע	#,Watch,out,not,to,cofuse,with,דרכון...	2	HL
דרקוני	ת		2	HL
מירכה	ע,אות		1	H
מירכא	ע,אין_נטיות_יחיד,יחיד,נקבה	#,According,to,[6,,page,50],,this,form,,with,an,aleph,(and,a,tserei,maleh!),,should,be,used,to,name,the,taam,mikra.,Its,inflections,apparently,aren't,used,,and,it,seems,מרכא,is,feminine,like,מרכה...	1	H
עתיקה	ע,אין_יחיד	#,Rav-milim,does,recognize,the,singular,,but,says,its,a,legal,term.,But,it's,a,back-derivation,from,the,plural,-,other,dictionaries,recognize,only,the,plural.,The,Academia,explictly,lists,this,singular,as,valid,on,their,site,(decision3),,but,I,still,find,it,useless,so,I'm,not,adding,it.,TODO:,reconsider.	2	HL
חלכא	ע,אין_יחיד	#,חלכאים.,[1],says,the,singular,is,חלך,,[3],and,rav-milim,say,חלכה.,I,say,the,singular,isn't,useful,at,all...	1	H
מכולה	ע	#,note,shuruk,,not,cholam	2	HL
שרלטן	ת,נקבה_ית		2	HL
שרלטני	ת		1	H
שרלטנות	ע,יחיד		1	H
אורקולי	ת		1	H
כספר	ע		2	HL
כספרית	ע		1	H
כספרות	ע,יחיד		2	HL
מוקיון	ע		1	H
מוקיונית	ע		1	H
מוקיוני	ת		1	H
עקלתון	ע		2	HL
אכפתי	ת		2	HL
אכפתיות	ע	#,[3],considers,this,colloquial,,Rav-Millim,does,not.	2	HL
אננס	ע		2	HL
אסופי	ת		1	H
בראשיתי	ת		2	HL
אגב	ע,אין_נטיות	#,[4],calls,this,a,conjunction.,[1],says,it's,a,noun.	2	HL
אגבי	ת	#,incidental.,listed,on,[1],and,[4],,but,not,on,[2].	1	H
זוטה	ע,אין_יחיד	#,Note:,According,to,[4],(and,perhaps,[3]),Arameic,זוטא,is,no,longer,used,as,singular,of,זוטות,,but,rather,as,a,word,of,its,own,that,follows,a,noun.,[2],,on,the,other,hand,,say,that,it's,an,adjective.	1	H
כליל	ת		2	HL
מחזירור	ע		1	H
מערבון	ע	#,Strangely,,the,Academia,decided,(in,a,decision,mentioned,on,their,site),that,in,מערבון,,מערכון,,the,resh,has,kamats.,Most,people,pronounce,it,with,shva.	2	HL
מערכון	ע		2	HL
ערטילאי	ת		2	HL
פלוני	ת,ם		2	HL
פעוטון	ע		1	H
מקדמי	ת	#,preliminary	2	HL
חכלילי	ת	#,rare,,meaning,red.	1	H
חרמונית	ע	#,IDF,term	1	H
שריונית	ע	#,IDF,term	2	HL
ערמונית	ע	#,biology,term	2	HL
יהודון	ת	#,degorgetory.	2	HL
כדורגל	ע,אין_נטיות		2	HL
כדורסל	ע,אין_נטיות		2	HL
כדורעף	ע,אין_נטיות		2	HL
כדוריד	ע,אין_נטיות		2	HL
מחניים	ע,אין_נטיות	#,type,of,ball,game	2	HL
כלומניק	ת,נקבה_ית	#,slang	1	H
שורוק	ע,אין_כינויים		2	HL
ספלון	ע		1	H
עבדקן	ע,אין_כינויים		1	H
קדורני	ת	#,rare.,Note,that,"קדורנית",can,also,be,used,as,an,adverb.	1	H
קמאי	ת		2	HL
מודיעין	ע,אין_נטיות		2	HL
דוקרני	ת		2	HL
כוללני	ת		2	HL
כוללנות	ע,יחיד		1	H
דורסני	ת		1	H
דורסנות	ע,יחיד		1	H
חושפני	ת		2	HL
צורמני	ת		1	H
צורמנות	ע,יחיד		1	H
עוקצני	ת		2	HL
עוקצנות	ע,יחיד		1	H
קופצני	ת		2	HL
קופצנות	ע,יחיד	#,not,in,[3],or,[4],,but,makes,sense,and,in,common,use	1	H
יובשני	ת	#,literary	1	H
יובשנות	ע,יחיד		1	H
לוחמני	ת	#,in,[4],,but,not,in,[3]	2	HL
לוחמנות	ע,יחיד		1	H
פוגעני	ת	#,in,[4],,but,not,in,[3]	2	HL
פולשני	ת	#,in,[4],,but,not,in,[3]	2	HL
פולשנות	ע,יחיד		1	H
אגרטל	ע		2	HL
אמרכל	ע		1	H
אמרכלית	ע		1	H
אמרכלות	ע,יחיד		1	H
אמרכלי	ת		1	H
אמרגן	ע		2	HL
אמרגנית	ע		1	H
אמרגנות	ע,יחיד		1	H
קרטיב	ע	#,Originally,a,trademark,,but,now,used,for,any,popsicle.	1	H
קלפי	ע,ות,נקבה		2	HL
אבא	ע,אין_נטיות		2	HL
סבא	ע,אין_נטיות	#,The,official,spelling,is,bet,refuya,,but,everyone,spells,it,like,אבא,,with,dagesh.	2	HL
סבתא	ע,אין_כינויים,רבים=סבתות,נקבה	#,NOTE:,The,plural,סבתות,is,considered,colloquial,and,even,infantile,language.,סבות,(plural,of,סבה),is,the,proper,word.	2	HL
שופכן	ע	#,anatomy,term	1	H
בנאדם	ע,אין_נטיות	#,Not,in,[3],,but,in,[4],and,often,used.,I,would,consider,this,spelling,colloquial,but,acceptable.	2	HL
אדם	ע,אין_נטיות		2	HL
לוביה	ע,אין_נטיות	#,Kind,of,plant.,[1],allows,both,לובייה,(chrik,in,bet),and,לוביה,,and,prefers,the,former,,but,[5],allows,only,the,latter,,and,so,does,popular,usage,(according,to,a,Google,search).	2	HL
תוספתן	ע	#,The,academia,allows,two,pronunciations:,with,segol,or,patach,in,samech.	2	HL
ראשתן	ע,אין_כינויים	#,sperm,whale	1	H
להביור	ע		2	HL
שוטון	ע	#,biology,term	1	H
תאית	ע,אין_נטיות		2	HL
תיקן	ע,אין_כינויים	#,Unfortunately,,the,nismachim,is,תיקני,,which,is,often,a,misspelling,of,תקני...	2	HL
דרגנוע	ע		1	H
קרונוע	ע		1	H
שלושער	ע,אין_נטיות		2	HL
כלבו	ע,אין_נטיות		2	HL
טורקיז	ע,אין_נטיות		2	HL
אספסוף	ע,אין_נטיות		2	HL
סופשבוע	ע,אין_נטיות	#,This,looks,to,me,like,slang,,especially,when,the,definite,article,is,added,-,הסופשבוע.	2	HL
קמץ	ע,אין_כינויים		2	HL
פתח	ע,אין_כינויים		2	HL
סגול	ע,אין_כינויים		2	HL
סגולי	ת		2	HL
צירי	ע,אין_נטיות		2	HL
חולם	ע,אין_כינויים		2	HL
חיריק	ע,אין_כינויים		2	HL
מלעיל	ע,אין_נטיות		2	HL
מלעילי	ת		1	H
מלרע	ע,אין_נטיות		2	HL
מלרעי	ת		1	H
מאומה	ע,אין_נטיות		2	HL
כלום	ע,אין_נטיות		2	HL
מקרר	ע		2	HL
מקפיא	ע		2	HL
סבון	ע		2	HL
אלון	ע		2	HL
מסוק	ע		2	HL
גנון	ע		2	HL
מסור	ע		2	HL
מסוע	ע		2	HL
מכוש	ע	#,note,מכוש,and,מקוש,have,different,meanings	2	HL
מקוש	ע		1	H
בבואה	ע		2	HL
שהד	ע,יחיד	#,note,sin,,not,shin.,In,the,phrase,שהדי,במרומים	1	H
סהד	ע,יחיד	#,alternative,spelling.,[4],prefers,שהד,,[1],and,[3],don't,specify,preference.	1	H
ישראלי	ת,עם		2	HL
ציוני	ת,עם		2	HL
ציוניות	ע		2	HL
סיני	ת,עם		2	HL
ירדני	ת,עם		2	HL
עיראקי	ת,עם		2	HL
בגדאדי	ת,עם		2	HL
איראני	ת,עם		2	HL
סודאני	ת,עם		1	H
עומאני	ת,עם		1	H
קטרי	ת,עם	#,[4],prefers,to,add,aleph,for,niqqud-less,spelling:,קטארי.,But,note,that,the,Arabic,country,name,does,not,have,an,aliph.	2	HL
הולנדי	ת,עם		2	HL
לבנוני	ת,עם		2	HL
לבנוניזציה	ע,אין_נטיות		1	H
איסלנדי	ת,עם		1	H
יווני	ת,עם		2	HL
מתייוון	ת,נקבה_ת		1	H
יפני	ת,עם		2	HL
נפאלי	ת,עם	#,נפאל,listed,as,a,specific,example,in,the,Academia's,2007,transliteration,rules	1	H
פלסטיני	ת,עם	#,For,the,modern,state	2	HL
פלשתינאי	ת,עם	#,For,the,historic,British,mandate	2	HL
פלשתי	ת,עם		1	H
לובי	ת,עם		2	HL
סנגלי	ת,עם		1	H
סינגפורי	ת,עם		1	H
תאילנדי	ת,עם		2	HL
סיאמי	ת,עם		1	H
וייטנאמי	ת,עם	#,[4],says,the,aleph,appears,also,in,vowled,spelling.,The,spelling,ויאטנם,is,also,very,popular.	2	HL
סורינמי	ת,עם	#,[4],addes,aleph,for,niqqudless,spelling:,סורינאם.	1	H
נפלי	ת,עם		1	H
כווייתי	ת,עם	#,Why,does,[4],write,כווית,and,not,כוויית?,See,also,discussion,in,niqqudless.odt.	1	H
בבלי	ת,עם		2	HL
פרסי	ת,עם		2	HL
ארמי	ת,עם		2	HL
אכדי	ת,עם		1	H
שומרי	ת,עם		2	HL
אדומי	ת,עם		2	HL
אשורי	ת,עם		2	HL
מדייני	ת,עם		1	H
יבוסי	ת,עם		2	HL
כנעני	ת,עם		2	HL
עמוני	ת,עם		1	H
אוגריתי	ת,עם		1	H
כושי	ת,עם		2	HL
מוקדוני	ת,עם		1	H
שומרוני	ת,עם		2	HL
טיבטי	ת,עם		2	HL
בנגלדשי	ת,עם		1	H
אקוודורי	ת,עם		1	H
זנזיברי	ת,עם		1	H
בהוטני	ת,עם		1	H
בליזי	ת,עם		1	H
זאירי	ת,עם		1	H
חבשי	ת,עם		2	HL
סיבירי	ת,עם		2	HL
בחרייני	ת,עם	#,yod,added,for,ktiv,maleh,(according,to,[4]).	1	H
לונדוני	ת,עם		2	HL
הוליוודי	ת,עם	#,TODO:,The,noun,form,הוליוודים,isn't,normally,used,(but,is,recognized,by,[4]).,Consider,removing,the,עם,and,adding,a,הוליווד,noun,or,extraword.	2	HL
צידוני	ת,עם		1	H
לוקסמבורגי	ת,עם		1	H
ניז'רי	ת,עם	#,Note:,this,is,a,different,country,from,ניגריה!,[4],makes,a,complete,mess,of,the,distinction.	1	H
קווקזי	ת,עם		2	HL
קמרוני	ת,עם		1	H
מוזמביקי	ת,עם		1	H
מדגסקרי	ת,עם		1	H
מלגשי	ת,עם,ארץ=	#,The,old,name,of,Madagascar	1	H
גרינלנדי	ת,עם		1	H
טייווני	ת,עם		1	H
גבוני	ת,עם		1	H
אירופאי	ת,עם		2	HL
אירופי	ת,עם,ארץ=אירופה	#,alternative,spelling	2	HL
אמריקאי	ת,עם		2	HL
אמריקני	ת,עם,ארץ=אמריקה	#,alternative,spelling	2	HL
אמריקניזציה	ע,אין_נטיות		1	H
אפריקאי	ת,עם		2	HL
אפריקני	ת,עם,ארץ=אפריקה	#,alternative,spelling	2	HL
קורסיקאי	ת,עם	#,Some,write,קורסיקני,,but,to,me,it,sounds,archaic.	1	H
ארגנטינאי	ת,עם		2	HL
ארגנטיני	ת,עם	#,alternative,spelling	1	H
ונצואלי	ת,עם,ארץ=ונצואלה		1	H
אנדורי	ת,עם,ארץ=אנדורה		1	H
אנגולי	ת,עם,ארץ=אנגולה		1	H
מאוריטני	ת,עם,ארץ=מאוריטניה		1	H
רואנדי	ת,עם,ארץ=רואנדה		1	H
ג'מייקני	ת,עם,ארץ=ג'מייקה		2	HL
גנאי	ת,עם,ארץ=גאנה	#,[4],spells,the,country's,name,גאנה,,with,an,aleph,even,for,vowelled,spellin.,Then,why,doesn't,the,adjective,have,an,aleph,as,well?	2	HL
חיפאי	ת,עם	#,חיפה.,NOTE:,Itschak,Avineri,hates,this,form,,and,prefers,חיפני...	1	H
טברייני	ת,עם,ארץ=טבריה	#,note,added,yod,in,ktiv,maleh.	1	H
טברני	ת,עם,ארץ=טבריה	#,Alternative,to,טברייני,,mostly,used,for,the,Tiberian,school,of,niqqud.	1	H
נהרייני	ת,עם,ארץ=נהריה	#,TODO:,rethink,this,spelling.	1	H
יפואי	ת,עם,ארץ=יפו		1	H
עכואי	ת,עם,ארץ=עכו		1	H
נצרתי	ת,עם		1	H
עזתי	ת,עם,ארץ=עזה		1	H
צפתי	ת,עם		2	HL
נתנייתי	ת,עם,ארץ=נתניה		1	H
אילתי	ת,עם		1	H
אשדודי	ת,עם		1	H
אשקלוני	ת,עם		1	H
דימונאי	ת,עם		1	H
וילנאי	ת,עם		2	HL
קנייתי	ת,עם,ארץ=קניה		1	H
רומאי	ת,עם,ארץ=רומא		2	HL
רומי	ת,עם,ארץ=רומי		2	HL
נפוליטני	ת,עם,ארץ=נפולי	#,[4],writtes,for,niqqudless,spelling,נאפולי,but,נפוליטני...	1	H
ונציאני	ת,עם,ארץ=ונציה		2	HL
פלורנטיני	ת,עם,ארץ=פירנצה		1	H
טוסקני	ת,עם,ארץ=טוסקנה		1	H
נורמני	ת,עם,ארץ=נורמנדי	#,In,the,past,"נורמנדיה",was,common	1	H
טריפוליטאי	ת,עם,ארץ=טריפולי		1	H
אתונאי	ת,עם		1	H
ספרטני	ת,עם,ארץ=ספרטה		2	HL
ספרטניות	ע		1	H
טקסני	ת,עם,ארץ=טקסס		1	H
קליפורני	ת,עם,ארץ=קליפורניה		1	H
ליטאי	ת,עם,ארץ=ליטא		2	HL
ברזילאי	ת,עם,ארץ=ברזיל		2	HL
קפריסאי	ת,עם,ארץ=קפריסין		1	H
וינאי	ת,עם		2	HL
