lemma	paradigm	tags	sources_count	source_flags
שלגון	ע	#,[1],and,[3],put,chirik,on,shin.,[4],and,popular,usage,prefer,patach.	1	H
גרבון	ע,אין_יחיד	#,גרבונים.,see,also,גרביונים	1	H
פסלון	ע		2	HL
מזמור	ע		2	HL
דלתון	ע	#,geometry,term	2	HL
נחשון	ע		2	HL
נחשוני	ת		2	HL
עצמוני	ת	#,medical,term,popularized,after,Ariel,Sharon's,stroke.	2	HL
נחשונות	ע,יחיד		1	H
גרדום	ע	#,can,also,be,written,with,cholam,chaser.	2	HL
אגרוף	ע		2	HL
מכחול	ע		2	HL
מבדוק	ע		1	H
מחשוף	ע		2	HL
מחבוש	ע		1	H
משגוח	ע	#,Academia,word,for,"monitor".	1	H
דלפון	ע		1	H
גמלון	ע	#,Rare,word,-,Hebrew,for,"gable".	1	H
אפרסמון	ע		2	HL
ידיעון	ע		2	HL
שלמון	ע,אין_יחיד	#,שלמונים.,[1],thinks,the,singular,exists,too.	1	H
הגמון	ע		2	HL
הגמוניה	ע,יחיד		2	HL
ארכיהגמון	ע	#,[3],doesn't,recognize,this,word,,[4],and,I,do.	1	H
אנקול	ע	#,see,also,אונקל	1	H
שרטון	ע,ות,ים	#,[1],says,ות,,[3],prefers,ים,but,also,allows,ות	2	HL
חציון	ע		2	HL
חציוני	ת	#,Not,recognized,by,[3],,or,[4],,but,in,common,use.	1	H
המנון	ע,ות,ים	#,[3],says,only,ים,,[1],mentions,ות,as,a,possible,alternative.,see,also:,הימנון	2	HL
קלשון	ע,ות,ים		2	HL
צביון	ע,יחיד	#,[1],prefers,ים,over,ות.,[2],and,[3],say,there,is,no,plural.	2	HL
גלשון	ע		1	H
כפתור	ע		2	HL
מכאוב	ע	#,an,archaic,word,which,doesn't,even,appear,in,[3].	2	HL
ספרון	ע		2	HL
בקבוקון	ע		2	HL
פטישון	ע		1	H
טמיון	ע,יחיד		1	H
חביון	ע	#,segol,in,het.	2	HL
תחתון	ע,אין_יחיד	#,תחתונים	2	HL
נחשול	ע		2	HL
רמקול	ע		2	HL
רשמקול	ע		2	HL
משקוף	ע		2	HL
מסתור	ע		2	HL
מסתורי	ת		2	HL
מסתוריות	ע		2	HL
מסתורין	ע,יחיד,אין_כינויים	#,[4],says,this,can,be,either,a,singular,or,plural,,but,[3],claims,it,comes,from,a,greek,word,,and,written,in,the,mishna,as,מסטורין,,and,is,singular.	2	HL
אפריון	ע		2	HL
פזמון	ע	#,[1],prefers,ות,,but,[3],and,[4],prefer,ים.	2	HL
סביון	ע		2	HL
פרגוד	ע		2	HL
מטמון	ע		2	HL
מזנון	ע		2	HL
זרקור	ע		2	HL
גבעול	ע		2	HL
משעול	ע		2	HL
מצבור	ע		2	HL
מצפור	ע		2	HL
מכלול	ע		2	HL
חרגול	ע		2	HL
פסיון	ע		2	HL
חרדון	ע		2	HL
רמזור	ע		2	HL
פטרון	ע		2	HL
פטרונית	ע		1	H
פטרונות	ע		2	HL
פטרוני	ת		2	HL
מטרונית	ע	#,literary,,very,rare.,TODO:,what,about,מטרונה,,מטרוניתה?	1	H
עגלון	ע		2	HL
עגלונית	ע		1	H
עגלונות	ע,יחיד		1	H
מרכול	ע		2	HL
דחפור	ע		2	HL
דרכון	ע		2	HL
ירחון	ע		2	HL
קרחון	ע		2	HL
קרחוני	ת		2	HL
אגמון	ע	#,rare,word	2	HL
מדרון	ע,ות,ים	#,ות,only,according,to,my,preference,,[3],and,rav-milim,,but,ים,only,according,to,[1],and,[2].	2	HL
מדרוני	ת		1	H
שסתום	ע		2	HL
קרטון	ע		2	HL
חלבון	ע		2	HL
חלבוני	ת		2	HL
חלמון	ע		2	HL
רבעון	ע		2	HL
רבעוני	ת		2	HL
ארנבון	ע		2	HL
אצטדיון	ע		2	HL
תעריפון	ע		1	H
מלפפון	ע		2	HL
מקומון	ע		2	HL
מחירון	ע		2	HL
מחיקון	ע	#,historically,,an,idiotic,color-TV-removal,device,invented,by,the,Israeli,government.,[4],says,it,now,means,a,correcting,fluid.	1	H
חסילון	ע		1	H
ערמון	ע		2	HL
ערמוני	ת		2	HL
מחסום	ע		2	HL
מרעום	ע		1	H
מחסור	ע		2	HL
קניון	ע		2	HL
מתכון	ע		2	HL
תרנגול	ע		2	HL
תליון	ע	#,note,chirik,in,tav.,Many,people,pronounce,this,with,patach.	2	HL
בריון	ע		2	HL
בריונות	ע,יחיד		2	HL
בריוני	ת		2	HL
אצטגנין	ע		1	H
אצטגנינות	ע,יחיד		1	H
לסטים	ע,אין_נטיות	#,the,same,word,is,also,considered,the,plural.,[3],and,[4],agree,that,the,vowelled,spelling,is,לסטים.,However,,[4],adds,a,yod,for,niqqud-less,spelling:,ליסטים.,[3],doesn't,add,a,yod.,I,decided,to,go,with,[3],here.,TODO:,reconsider.	2	HL
תלמיד	ע		2	HL
תלמידה	ע		2	HL
מפגין	ע		2	HL
מפגינה	ע		2	HL
שבריר	ע		2	HL
שברירי	ת		2	HL
שבריריות	ע		1	H
תשמיש	ע		2	HL
חמשיר	ע		1	H
תרשים	ע		2	HL
תכסיס	ע		2	HL
חמציץ	ע		1	H
אורלוגין	ע,ים,רבים=אורלוגיות	#,the,bizarre,plural,אורלוגיות,is,mentioned,in,[3],as,an,alternative.	1	H
דחליל	ע		2	HL
גלעין	ע		2	HL
סרדין	ע	#,Not,a,Hebrew,word,,but,has,a,nice,Hebrew,mishkal.,(and,listed,in,[1])	1	H
סגריר	ע,אין_נטיות		2	HL
סגרירי	ת		2	HL
חלקיק	ע	#,note,segol,on,chet	2	HL
חלקיקי	ת	#,physics,term,,most,likely	2	HL
פרקליט	ע		2	HL
פרקליטה	ע		2	HL
טרקלין	ע		2	HL
זרזיר	ע		2	HL
זרזיף	ע		1	H
תרשיש	ע		2	HL
תדפיס	ע		2	HL
שרביט	ע		2	HL
תרסיס	ע		2	HL
ערפיח	ע,אין_נטיות		1	H
חזרזיר	ע		2	HL
חזרזירה	ע		1	H
קברניט	ע		2	HL
קברניטה	ע		1	H
מלחין	ע		2	HL
מלחינה	ע		2	HL
מפעיל	ע		2	HL
מפעילה	ע		2	HL
ממתיק	ע		2	HL
גרגיר	ע	#,see,also,גרגר	2	HL
צפריר	ע		2	HL
נקניק	ע		2	HL
נרקיס	ע		2	HL
נרתיק	ע		2	HL
מנהיג	ע		2	HL
מנהיגה	ע		2	HL
מנהיגות	ע		2	HL
מנהיגותי	ת	#,often,used,,but,does,not,appear,in,any,dictionary.,In,probably,all,uses,,the,word,מנהיגות,could,have,been,used,instead.,TODO:,reconsider.	1	H
מדריך	ע		2	HL
מדריכה	ע		2	HL
אקלים	ע		2	HL
אקלימי	ת		2	HL
סמליל	ע	#,Hebrew,word,for,Logo,,not,commonly,used.	1	H
תפקיד	ע		2	HL
תצליל	ע		1	H
תרמיל	ע		2	HL
תקליט	ע		2	HL
תרחיש	ע		2	HL
תרחיף	ע		1	H
תרגיל	ע		2	HL
תשליך	ע		2	HL
תשקיף	ע		2	HL
תסכית	ע,ים		1	H
תסקיר	ע		2	HL
תסחיף	ע		2	HL
תסביך	ע		2	HL
תסמיך	ע	#,Academia,word,for,"association",,in,psychology.	1	H
תעתיק	ע		2	HL
תפריט	ע		2	HL
תצהיר	ע		2	HL
תכשיט	ע		2	HL
תכליל	ע	#,Academia,word,for,"פרטיטורה",,in,music.	1	H
תכריך	ע		1	H
תכשיר	ע		2	HL
תכתיב	ע		2	HL
תמחיר	ע		1	H
תמליל	ע		2	HL
תמריץ	ע		2	HL
תחביב	ע		2	HL
תחביר	ע		2	HL
תחבירי	ת		2	HL
תבליט	ע		2	HL
טבלית	ע	#,note:,this,means,a,pill,,not,a,relief,artwork,(תבליט).	1	H
תכסית	ע,יחיד		1	H
תבלין	ע		2	HL
תבשיל	ע		2	HL
תדריך	ע		2	HL
תקדים	ע		2	HL
תקדימי	ת		2	HL
תשליל	ע		1	H
תזקיק	ע		1	H
תרכיב	ע		2	HL
תרכיז	ע		2	HL
תזרים	ע		2	HL
תלכיד	ע		1	H
תזכיר	ע		2	HL
תסריט	ע		2	HL
תקציר	ע		2	HL
תקציב	ע		2	HL
תקציבי	ת		2	HL
תחמיש	ע		1	H
תחמיץ	ע	#,This,is,the,Academia,translation,for,marinade.,First,defined,in,1938,with,chataf-patach,in,het,,and,in,1977,defined,with,schwa.	2	HL
תחשיב	ע		2	HL
תחליב	ע		2	HL
תחליף	ע		2	HL
תחריט	ע		2	HL
תשדיר	ע		2	HL
תאגיד	ע		2	HL
תאגידי	ת		2	HL
תאריך	ע		2	HL
תעריף	ע		2	HL
תחקיר	ע		2	HL
תהליך	ע		2	HL
תהליכי	ת		2	HL
תמשיח	ע	#,Hebrew,word,(very,rarely,used),for,fresco	1	H
גרעין	ע		2	HL
גרעיני	ת		2	HL
גרעיניות	ע		2	HL
מרכיב	ע		2	HL
מקביל	ע,זוגי		2	HL
מקבילי	ת	#,computer,term	2	HL
מקבילה	ע		2	HL
כרטיס	ע		2	HL
זמריר	ע	#,Academia-created,translation,of,jingle.	1	H
שגריר	ע		2	HL
שגרירה	ע		2	HL
שגרירות	ע		2	HL
אטליז	ע		2	HL
מורה	ע		2	HL
חשבון	ע,ות		2	HL
חשבוני	ת		2	HL
קמרון	ע,ות		2	HL
עשתון	ע,ות,אין_יחיד	#,Archaic,forms,ים,,and,also,the,singular,,do,exist.	1	H
משכון	ע,ות	#,[1],also,allows,ים,as,an,alternative,,but,[3],and,I,don't,like,it.	2	HL
סמפון	ע,ות	#,Accepted,long,ago,into,the,language,,so,no,added,yod.	1	H
שריון	ע,ות,ים	#,ים,is,more,modern,,and,[3],allows,only,it.	2	HL
שריונר	ע,אין_כינויים	#,slang.,the,standard,word,is,שריונאי	1	H
שריונרית	ע,אין_כינויים		1	H
שריונאי	ע,אין_כינויים	#,While,this,is,the,standard,word,,the,slang,שריונר,is,more,commonly,used.	1	H
שריונאית	ע,אין_כינויים		1	H
כפיון	ע,ות	#,Eplilepsia.	1	H
הדיוט	ע,ות		2	HL
אשכול	ע,ות		2	HL
עלבון	ע,ות		2	HL
שלטון	ע,ות		2	HL
שלטוני	ת		2	HL
סגנון	ע,ות		2	HL
סגנוני	ת		2	HL
רעיון	ע,ות		2	HL
רעיוני	ת		2	HL
פתרון	ע,ות,ים		2	HL
יתרון	ע,ות		2	HL
דמיון	ע,ות		2	HL
דמיוני	ת		2	HL
בדיון	ע,ות		2	HL
בדיוני	ת		2	HL
פגיון	ע,ות		2	HL
פדיון	ע,ות		2	HL
פריון	ע,יחיד		2	HL
רפיון	ע,ות		2	HL
לגיון	ע,ות		2	HL
לגיונר	ת,נקבה_ית		1	H
ארמון	ע,ות		2	HL
הרמון	ע,ות		2	HL
מסדרון	ע,ות,ים	#,I,and,[1],prefer,ים,,but,[3],says,ות,is,also,valid	2	HL
מצביא	ע		2	HL
מספוא	ע,יחיד		2	HL
מרגוע	ע,יחיד		2	HL
תחלוא	ע,אין_יחיד	#,תחלואים	1	H
מחבוא	ע		2	HL
שעשוע	ע		2	HL
דבלול	ע		1	H
זהרור	ע	#,literary	1	H
זהרורי	ת	#,literary	1	H
מצביע	ע	#,TODO:,consider,if,this,noun,(as,a,noun),should,have,אין_יחיד?	2	HL
מצביעה	ע		2	HL
פעמון	ע		2	HL
מערוך	ע		1	H
סהרון	ע		1	H
צהרון	ע		1	H
זהרון	ע	#,kind,of,fish	1	H
תחנון	ע		2	HL
רחשוש	ע		1	H
מעצור	ע		2	HL
מחזור	ע		2	HL
מחזורי	ת		2	HL
מחזוריות	ע		2	HL
מחליק	ע,יים,אין_יחיד	#,מחליקיים	2	HL
מאזין	ע		2	HL
מעביד	ע		2	HL
מעסיק	ע		2	HL
מעריץ	ע		2	HL
מגדלור	ע		2	HL
תענוג	ע,ות,ים	#,[1],,[4],,[5],also,allows,ים,,but,[3],doesn't.,The,ים,form,is,rarely,used.	2	HL
תעלול	ע		2	HL
פעלול	ע		1	H
מקוף	ע		1	H
פסוק	ע		2	HL
יצול	ע		1	H
ילוד	ע		2	HL
זקון	ע,אין_יחיד	#,זקונים	1	H
מבוש	ע,אין_יחיד	#,מבושים	1	H
זנון	ע,אין_יחיד	#,זנונים	1	H
נעור	ע,אין_יחיד	#,נעורים	1	H
מגור	ע,אין_יחיד	#,מגורים	1	H
בתול	ע,אין_יחיד	#,בתולים	2	HL
בתולי	ת	#,not,recognized,by,[3],but,appears,in,rav-milim.	2	HL
כתוב	ע	#,כתובים,,ככתובו	2	HL
גרוש	ע	#,the,inflections,like,גרושו,("his,ex-husband"),,גרושתה,("her,ex-wife")	2	HL
גרושה	ע	#,don't,make,much,sense.,And,watch,out,not,to,confuse,גרוש,with,גירוש!	2	HL
מצוק	ע		2	HL
נתון	ע		2	HL
חלוץ	ע		2	HL
חלוצי	ת		2	HL
חלוציות	ע		2	HL
חנוט	ע		1	H
חרוט	ע		2	HL
ארוס	ע		2	HL
הדור	ע,אין_יחיד	#,הדורים	2	HL
עלום	ע,אין_יחיד	#,עלומים	2	HL
חלוק	ע	#,robe	2	HL
אפון	ע		2	HL
עגור	ע		2	HL
אנוס	ע		2	HL
חלוד	ע		2	HL
אחוז	ע		2	HL
ערוץ	ע		2	HL
ערוצי	ת	#,in,phrases,like,רב-ערוצי.	2	HL
אסור	ע		2	HL
פצוע	ע		2	HL
צבוע	ע	#,cholam,male,-,hyena.	2	HL
מנוע	ע	#,cholam,male,(not,shuruk)	2	HL
מנועי	ת		2	HL
יצוע	ע		1	H
פקוד	ע		2	HL
פקודה	ע		2	HL
שבוי	ע		2	HL
שבויה	ע		2	HL
עניות	ע		2	HL
שבוע	ע,ות,זוגי		2	HL
שבועי	ת		2	HL
פעיל	ע		2	HL
פעילה	ע		2	HL
פעילות	ע		2	HL
חלמיש	ע,אין_נטיות		2	HL
פקיד	ע		2	HL
פקידה	ע		2	HL
פקידות	ע,יחיד		2	HL
פקידותי	ת		1	H
עמיל	ע		1	H
עמילה	ע		1	H
עמילות	ע,יחיד		1	H
חביב	ע		2	HL
חביבה	ע		2	HL
חביבות	ע		2	HL
אניץ	ע		1	H
חסיל	ע	#,archaic	1	H
נזיד	ע		2	HL
אריס	ע		2	HL
אריסה	ע		1	H
אריסות	ע,יחיד		1	H
זקיף	ע		2	HL
ימין	ע		2	HL
יציע	ע		2	HL
יריד	ע		2	HL
כפיל	ע		2	HL
כפיס	ע		1	H
להיט	ע		2	HL
נטיף	ע		2	HL
נקיק	ע		2	HL
נתיך	ע		1	H
צעיף	ע		2	HL
שביס	ע		1	H
זקיפה	ע		1	H
ימני	ת		2	HL
ימניות	ע		2	HL
כפילה	ע		1	H
נגיד	ע		2	HL
נגידה	ע		1	H
נגידות	ע,יחיד		1	H
נפיל	ע		2	HL
נפילה	ע		2	HL
נפילי	ת	#,TODO:,despite,this,being,in,[4],and,someone,asked,me,to,add,it,,I,doubt,it,is,actually,in,use!	1	H
עריק	ע		2	HL
עריקה	ע		2	HL
עריקות	ע,יחיד		2	HL
נתין	ע		2	HL
נתינה	ע		2	HL
נתינות	ע		2	HL
שליש	ע	#,note,that,the,kamats,is,preserved,in,the,plural.	2	HL
שלישה	ע		1	H
שלישות	ע		2	HL
אציל	ע		2	HL
אצילה	ע		2	HL
אצילי	ת		2	HL
אצילות	ע		2	HL
ידיד	ע		2	HL
ידידה	ע		2	HL
ידידות	ע		2	HL
ידידותי	ת		2	HL
פליט	ע		2	HL
פליטה	ע		2	HL
עסיס	ע,יחיד		2	HL
עסיסי	ת		2	HL
עסיסיות	ע		2	HL
שעיר	ע	#,animal,(goat)	2	HL
שעיר	ת		2	HL
שעירות	ע		2	HL
רקיק	ע	#,עוגייה	1	H
חריש	ע,יחיד		2	HL
חציר	ע,יחיד		2	HL
עטין	ע		1	H
דגיג	ע		1	H
גביש	ע		2	HL
גבישי	ת		2	HL
גבישיות	ע		1	H
זמיר	ע		2	HL
חריר	ע	#,note,that,[3],says,het,has,chataf-patach,,but,[1],and,[2],say,kamats.	1	H
עציץ	ע		2	HL
אהיל	ע		1	H
כריש	ע		2	HL
אפיק	ע		2	HL
חציל	ע		2	HL
עמיר	ע	#,literary	2	HL
אמיר	ע	#,literary	2	HL
כריך	ע		2	HL
עגיל	ע		2	HL
חליל	ע		2	HL
שביט	ע		2	HL
פתית	ע,ים		2	HL
חזיז	ע		2	HL
עכביש	ע		2	HL
חריג	ע		2	HL
חריגה	ע		2	HL
חריגות	ע,יחיד		2	HL
קשיש	ע		2	HL
קשישה	ע		2	HL
חניך	ע		2	HL
חניך	ע,יים,אין_יחיד,נקבה	#,חניכיים	2	HL
חליף	ע,אין_יחיד,רבים=חליפין	#,חליפין,TODO:,are,the,inflections,useful?	1	H
חניכה	ע		2	HL
קצין	ע		2	HL
קצינה	ע		2	HL
קציץ	ע		1	H
קציצה	ע		2	HL
שאיר	ע		1	H
רביב	ע,אין_יחיד	#,Literary.,Note:,according,to,[3],and,[4],,there,is,a,shva,,not,kamats,,in,the,resh.,According,to,[4],,the,singular,is,very,rare.	2	HL
רביד	ע	#,literary.	2	HL
סריג	ע		2	HL
שריג	ע	#,note,that,this,word,is,rarer,than,סריג,,and,means,vines.	2	HL
לביד	ע	#,דיקט,or,plywood	1	H
אריג	ע		2	HL
נתיב	ע		2	HL
סדין	ע		2	HL
קציר	ע		2	HL
בציר	ע		2	HL
גדיד	ע	#,rare,word,,meaning,harvest,of,dates.,not,recognized,by,[3].	1	H
קטיף	ע		2	HL
אסיף	ע		2	HL
שמיר	ע	#,שמיר,isn't,commonly,inflected...	2	HL
צעיר	ע		2	HL
צעירה	ע		2	HL
צעירות	ע,יחיד		2	HL
צניף	ע	#,Kind,of,hat.,literary	1	H
צנים	ע	#,[1],and,[3],disagree,on,whether,the,first,letter,has,shva,or,kamats.	2	HL
צנין	ע	#,usually,as,"לצנינים".,[1],and,[3],disagree,on,whether,the,first,letter,has,shva,or,kamats.	1	H
צמיד	ע		2	HL
צמידות	ע	#,[4],lists,a,plural,,[3],does,not.	2	HL
צמית	ע,ים		1	H
צמיתות	ע		1	H
חתיך	ע		2	HL
אביב	ע		2	HL
אביבי	ת		2	HL
מסיק	ע		2	HL
שריד	ע		2	HL
שרידות	ע	#,the,ability,to,survive.	2	HL
שקיק	ע		2	HL
חריץ	ע		2	HL
חסיד	ע		2	HL
חסידי	ת		2	HL
חסידות	ע		2	HL
חסידה	ע		2	HL
סביב	ע,יחיד		2	HL
סביבה	ע		2	HL
סביבתי	ת	#,not,recognized,by,[3]	2	HL
גליל	ע,ים,ות		2	HL
גלילי	ת		2	HL
גלילה	ע		2	HL
נזיר	ע		2	HL
נזירה	ע		2	HL
נזירות	ע,יחיד		2	HL
נזירי	ת	#,note:,not,recognized,by,[3].	2	HL
יליד	ע		2	HL
ילידה	ע		1	H
ילידי	ת	#,I'm,not,familiar,with,this,word,but,[4],lists,it,,and,it,has,some,use,on,the,Internet,as,a,translation,of,the,adjective,"native",,as,in,דוברים,ילידיים,is,Hebrew,for,"native,speakers"	2	HL
יריב	ע		2	HL
יריבה	ע		2	HL
יריבות	ע		2	HL
ישיש	ע		2	HL
ישישה	ע		1	H
בכיר	ע		2	HL
בכירה	ע		2	HL
עציר	ע		2	HL
עצירה	ע		2	HL
אסיר	ע		2	HL
אסירה	ע		2	HL
שמאל	ע		2	HL
שמאלי	ת		2	HL
שמאליות	ע		2	HL
שמאלני	ת,עם,ארץ=		2	HL
שמאלן	ת,נקבה_ית	#,variant,of,שמאלני,,perhaps,back-derivation,from,plural,שמאלנים.	2	HL
שמאלנות	ע		1	H
עתיד	ע,ות		2	HL
עתיד	ת	#,this,word,is,usually,used,with,an,infinitive,after,it.	2	HL
עתידי	ת		2	HL
עמית	ע,ים		2	HL
עמיתה	ע		2	HL
נביא	ע		2	HL
נביאה	ע		2	HL
נביאות	ע,יחיד		1	H
מליח	ע	#,דג-מלוח	2	HL
רקיע	ע		2	HL
קמע	ע,ים,ות		2	HL
אריח	ע		2	HL
פתיח	ע		2	HL
ספיח	ע		2	HL
שליח	ע		2	HL
שליחה	ע		2	HL
שליחות	ע		2	HL
לביא	ע,רבים=לבאים	#,[3],says,the,plural,is,לבאים,,[4],says,לביאים.,[5],accepts,both.,Neither,words,are,in,actual,use.	2	HL
קליע	ע		2	HL
שטיח	ע		2	HL
גביע	ע		2	HL
משיח	ע		2	HL
משיחי	ת		2	HL
משיחיות	ע		2	HL
נמוש	ע,ות	#,modern,usage,converted,this,into,"נמושה",with,shuruk...	1	H
נמושה	ע	#,originally,feminine,of,נמוש,-,in,modern,usage,also,the,masculine.	2	HL
עריץ	ע		2	HL
עריצה	ע		1	H
עריצות	ע		2	HL
קמין	ע		2	HL
סריס	ע		2	HL
סריסות	ע,יחיד		1	H
פריץ	ע		2	HL
פריצה	ע		2	HL
חרוב	ע		2	HL
רהיט	ע		2	HL
צדיק	ע		2	HL
צדיקה	ע		2	HL
צדקת	ע,רבים=צדיקות	#,An,alternative,form,to,צדיקה,,but,the,plural,remains,the,same.	2	HL
צדיקות	ע,יחיד		2	HL
שגיב	ת		2	HL
שגיבות	ע,יחיד	#,note,patach,,not,shva,,in,shin.	1	H
ותיק	ת		2	HL
ותיקות	ע,יחיד	#,watch,out:,ותק,is,normally,more,useful.,[3],doesn't,even,list,this,word,,[4],lists,it,as,"rare".	2	HL
בחור	ע		2	HL
בחורה	ע		2	HL
תמנון	ע	#,note,shva,in,tav,(most,people,pronounce,with,patach).	2	HL
פעוט	ע,ות	#,with,cholam,(baby)	2	HL
פעוטה	ע		2	HL
ממון	ע,ות		2	HL
ממוני	ת	#,in,[4],,but,not,in,[3].	2	HL
חמוס	ע	#,(with,cholam),a,kind,of,animal	2	HL
פגוש	ע,ות,ים	#,ות,is,the,official,plural;,[1],,[4],(and,common,usage),also,recognize,ים.,Since,2016,,ים,also,got,the,official,stamp.	2	HL
כרוז	ע,ות	#,כרוז,with,kamats	2	HL
לקוח	ע,ות		2	HL
לקוחה	ע		2	HL
גשוש	ע,ות	#,Probe.,[3],and,[4],think,ות,,[5],thinks,ים.,In,the,Academy's,term,site,,the,plural,is,almost,always,ות.	1	H
פמוט	ע,ות,ים	#,[2],considers,ים,(and,shuruk),"modern",,and,[1],and,[4],ok,it,too.,[3],allows,only,ות.	2	HL
פשוש	ע,ות,ים	#,[4],allows,only,ים,(the,usual,usage),,[3],allows,only,ות.	1	H
פשושית	ע		1	H
אזור	ע		2	HL
אזורי	ת		2	HL
אזוריות	ע		2	HL
אזוב	ע		2	HL
פאון	ע		2	HL
אפוד	ע		2	HL
אבוס	ע		2	HL
מליץ	ע		2	HL
מפיץ	ע		2	HL
מפיצה	ע		2	HL
מפיק	ע		2	HL
מפיקה	ע		2	HL
מאיץ	ע		2	HL
כדור	ע		2	HL
כדורי	ת		2	HL
כדוריות	ע		2	HL
אבוב	ע		2	HL
בלוט	ע		2	HL
דבור	ע		2	HL
סמור	ע	#,animal	2	HL
יתוש	ע		2	HL
טבור	ע		2	HL
טבורי	ת		2	HL
חלוק	ע	#,pebble	2	HL
נבוט	ע	#,wooden,club,,from,Arabic	2	HL
חמוק	ע,ים,יים,אין_יחיד	#,[2],and,[3],recognizes,the,singular,,[4],doesn't.,[2],and,[3],have,the,ים,plural,,[4],the,יים.	1	H
סכין	ע,נקבה,זכר	#,[3],prefers,נקבה	2	HL
מפיק	ע,אין_כינויים	#,niqqud	2	HL
מצית	ע,ים		2	HL
קדיש	ע,אין_כינויים	#,Name,of,prayer.,Plural,is,strange,,but,in,use.	2	HL
ספיר	ע		2	HL
סנפיר	ע		2	HL
מציל	ע	#,lifeguard	2	HL
מצילה	ע		2	HL
תנין	ע	#,[1],says,the,plural,is,תנים,(with,chirik),,but,that,makes,no,sense!	2	HL
טפיל	ע		2	HL
טפיל	ת		2	HL
טפילי	ת		2	HL
טפילות	ע		1	H
טפיר	ע	#,kind,of,animal	1	H
תקיף	ת		2	HL
תקיפות	ע,יחיד	#,note,patach,in,tav	2	HL
תקין	ת		2	HL
תקינות	ע,יחיד	#,note,patach,in,tav	2	HL
מדיד	ע		2	HL
אביר	ע		2	HL
אבירי	ת		2	HL
אבירות	ע		2	HL
שליט	ע		2	HL
שליטה	ע		2	HL
פטיש	ע		2	HL
חמין	ע		2	HL
קטין	ת	#,note,that,[3],spells,קטין,,בגיר,with,patach,,but,[4],with,kamats!	2	HL
קטינות	ע,יחיד	#,Very,rare,word.,[4],spells,with,shwa,,[3],with,patach.	2	HL
בגיר	ת		2	HL
בגירות	ע,יחיד	#,Very,rare,word.	1	H
יקיר	ע		2	HL
יקירה	ע		2	HL
לפיד	ע		2	HL
חלון	ע,ות		2	HL
פחון	ע		1	H
מבול	ע	#,[1],says,the,plural,is,ות,,but,[3],and,[4],say,ים	2	HL
תפוח	ע		2	HL
מפוח	ע		2	HL
אשוח	ע		2	HL
מבוע	ע	#,TODO:,this,is,a,very,rare,word,,maybe,we,should,drop,it...	2	HL
משוא	ע,יחיד,אין_כינויים	#,only,in,the,expression,משוא,פנים.	2	HL
ירבוע	ע		1	H
צעצוע	ע		2	HL
געגוע	ע,אין_יחיד	#,[1],and,[3],say,there,is,no,singular,to,this.	2	HL
זעזוע	ע		2	HL
אופנוע	ע		2	HL
אופנוען	ע		2	HL
אופנוענית	ע		1	H
קעקוע	ע		2	HL
תמחוי	ע,אין_נטיות	#,Supposedly,means,"cauldron",and,has,inflections,,but,usually,only,used,in,the,phrase,בית,תמחוי.	2	HL
גדול	ת		2	HL
גדול	ע	#,Possesives,are,also,useful	2	HL
נדוש	ת		2	HL
מנוח	ת		2	HL
נבון	ת		2	HL
נבונות	ע,יחיד		2	HL
קדוש	ת		2	HL
קדוש	ע		2	HL
נאות	ת		2	HL
נאותות	ע,יחיד	#,[3],doesn't,have,this,word.	2	HL
נפוץ	ת		2	HL
נפוצה	ע,אין_יחיד	#,נפוצות.,archaic.,[3],says,the,singular,is,"נפוץ",(but,feminine).	2	HL
טהור	ת		2	HL
נלוז	ת		2	HL
נלוזות	ע,יחיד		1	H
רחוק	ת		2	HL
נכוח	ת		1	H
נכון	ת	#,note,that,the,adjective,("correct"),has,different,meanings,from,the,verb,("ready").	2	HL
נכונות	ע,יחיד		2	HL
נאור	ת		2	HL
נאורות	ע,יחיד	#,[3],doesn't,have,this,word.	2	HL
קרוב	ע		2	HL
קרובה	ע		2	HL
גאון	ע		2	HL
גאון	ת,נקבה_ית		2	HL
משוף	ע		1	H
גאונות	ע		2	HL
גאוני	ת		2	HL
גאוניות	ע		2	HL
מנוס	ע,יחיד,אין_כינויים		2	HL
מנוד	ע,יחיד,אין_כינויים	#,only,in,מנוד,ראש	1	H
מצוד	ע		2	HL
מעוף	ע	#,note,that,[3],claims,the,nifrad,has,cholam,while,the,nismach,has,shuruk.,in,[1],these,are,two,different,words.,strange...	2	HL
רזון	ע,יחיד		2	HL
משוט	ע		2	HL
משוב	ע		2	HL
מנוף	ע		2	HL
מטול	ע		2	HL
